sample_id,source,source_type,split,original_label,label,organ,image_path,label_path,bbox_index,class_id,xc,yc,w,h,is_crop_needed
mendeley_44,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0045.png,,,,,,,,0
mendeley_45,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0046.png,,,,,,,,0
mendeley_46,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0047.png,,,,,,,,0
mendeley_47,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0048.png,,,,,,,,0
mendeley_48,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0049.png,,,,,,,,0
mendeley_49,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0050.png,,,,,,,,0
mendeley_50,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0051.png,,,,,,,,0
mendeley_51,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0052.png,,,,,,,,0
mendeley_52,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0053.png,,,,,,,,0
mendeley_53,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0054.png,,,,,,,,0
mendeley_54,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0055.png,,,,,,,,0
mendeley_55,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0056.png,,,,,,,,0
mendeley_56,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0057.png,,,,,,,,0
mendeley_57,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0058.png,,,,,,,,0
mendeley_58,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0059.png,,,,,,,,0
mendeley_59,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0060.png,,,,,,,,0
mendeley_60,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0061.png,,,,,,,,0
mendeley_61,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0062.png,,,,,,,,0
mendeley_62,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0063.png,,,,,,,,0
mendeley_63,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0064.png,,,,,,,,0
mendeley_64,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0065.png,,,,,,,,0
mendeley_65,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0066.png,,,,,,,,0
mendeley_66,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0067.png,,,,,,,,0
mendeley_67,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0068.png,,,,,,,,0
mendeley_68,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0069.png,,,,,,,,0
mendeley_69,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0070.png,,,,,,,,0
mendeley_70,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0071.png,,,,,,,,0
mendeley_71,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0072.png,,,,,,,,0
mendeley_72,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0073.png,,,,,,,,0
mendeley_73,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0074.png,,,,,,,,0
mendeley_74,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0075.png,,,,,,,,0
mendeley_75,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0076.png,,,,,,,,0
mendeley_76,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0077.png,,,,,,,,0
mendeley_77,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0078.png,,,,,,,,0
mendeley_78,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0079.png,,,,,,,,0
mendeley_79,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0080.png,,,,,,,,0
mendeley_80,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0081.png,,,,,,,,0
mendeley_81,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0082.png,,,,,,,,0
mendeley_82,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0083.png,,,,,,,,0
mendeley_83,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0084.png,,,,,,,,0
mendeley_84,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0085.png,,,,,,,,0
mendeley_85,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0086.png,,,,,,,,0
mendeley_86,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0087.png,,,,,,,,0
mendeley_87,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0088.png,,,,,,,,0
mendeley_88,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0089.png,,,,,,,,0
mendeley_89,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0090.png,,,,,,,,0
mendeley_90,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0091.png,,,,,,,,0
mendeley_91,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0092.png,,,,,,,,0
mendeley_92,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0093.png,,,,,,,,0
mendeley_93,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0094.png,,,,,,,,0
mendeley_94,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0095.png,,,,,,,,0
mendeley_95,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0096.png,,,,,,,,0
mendeley_96,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0097.png,,,,,,,,0
mendeley_97,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0098.png,,,,,,,,0
mendeley_98,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0099.png,,,,,,,,0
mendeley_99,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0100.png,,,,,,,,0
mendeley_100,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0101.png,,,,,,,,0
mendeley_101,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0102.png,,,,,,,,0
mendeley_102,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0103.png,,,,,,,,0
mendeley_103,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0104.png,,,,,,,,0
mendeley_104,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0105.png,,,,,,,,0
mendeley_105,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0106.png,,,,,,,,0
mendeley_106,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0107.png,,,,,,,,0
mendeley_107,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0108.png,,,,,,,,0
mendeley_108,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0109.png,,,,,,,,0
mendeley_109,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0110.png,,,,,,,,0
mendeley_110,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0111.png,,,,,,,,0
mendeley_111,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0112.png,,,,,,,,0
mendeley_112,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0113.png,,,,,,,,0
mendeley_113,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0114.png,,,,,,,,0
mendeley_114,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0115.png,,,,,,,,0
mendeley_115,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0116.png,,,,,,,,0
mendeley_116,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0117.png,,,,,,,,0
mendeley_117,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0118.png,,,,,,,,0
mendeley_118,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0119.png,,,,,,,,0
mendeley_119,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0120.png,,,,,,,,0
mendeley_120,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0121.png,,,,,,,,0
mendeley_121,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0122.png,,,,,,,,0
mendeley_122,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0123.png,,,,,,,,0
mendeley_123,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0124.png,,,,,,,,0
mendeley_124,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0125.png,,,,,,,,0
mendeley_125,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0126.png,,,,,,,,0
mendeley_126,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0127.png,,,,,,,,0
mendeley_127,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0128.png,,,,,,,,0
