sample_id,source,source_type,split,original_label,label,organ,image_path_raw,image_path_final,is_crop_needed,bbox_index,class_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height
mendeley_25,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0026.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_25_25.jpg,0,,,,,,,,
mendeley_26,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0027.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_26_26.jpg,0,,,,,,,,
mendeley_27,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0028.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_27_27.jpg,0,,,,,,,,
mendeley_28,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0029.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_28_28.jpg,0,,,,,,,,
mendeley_29,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0030.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_29_29.jpg,0,,,,,,,,
mendeley_30,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0031.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_30_30.jpg,0,,,,,,,,
mendeley_31,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0032.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_31_31.jpg,0,,,,,,,,
mendeley_32,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0033.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_32_32.jpg,0,,,,,,,,
mendeley_33,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0034.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_33_33.jpg,0,,,,,,,,
mendeley_34,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0035.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_34_34.jpg,0,,,,,,,,
mendeley_35,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0036.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_35_35.jpg,0,,,,,,,,
mendeley_36,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0037.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_36_36.jpg,0,,,,,,,,
mendeley_37,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0038.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_37_37.jpg,0,,,,,,,,
mendeley_38,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0039.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_38_38.jpg,0,,,,,,,,
mendeley_39,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0040.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_39_39.jpg,0,,,,,,,,
mendeley_40,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0041.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_40_40.jpg,0,,,,,,,,
mendeley_41,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0042.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_41_41.jpg,0,,,,,,,,
mendeley_42,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0043.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_42_42.jpg,0,,,,,,,,
mendeley_43,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0044.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_43_43.jpg,0,,,,,,,,
mendeley_44,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0045.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_44_44.jpg,0,,,,,,,,
mendeley_45,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0046.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_45_45.jpg,0,,,,,,,,
mendeley_46,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0047.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_46_46.jpg,0,,,,,,,,
mendeley_47,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0048.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_47_47.jpg,0,,,,,,,,
mendeley_48,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0049.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_48_48.jpg,0,,,,,,,,
mendeley_49,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0050.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_49_49.jpg,0,,,,,,,,
mendeley_50,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0051.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_50_50.jpg,0,,,,,,,,
mendeley_51,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0052.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_51_51.jpg,0,,,,,,,,
mendeley_52,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0053.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_52_52.jpg,0,,,,,,,,
mendeley_53,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0054.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_53_53.jpg,0,,,,,,,,
mendeley_54,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0055.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_54_54.jpg,0,,,,,,,,
mendeley_55,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0056.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_55_55.jpg,0,,,,,,,,
mendeley_56,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0057.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_56_56.jpg,0,,,,,,,,
mendeley_57,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0058.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_57_57.jpg,0,,,,,,,,
mendeley_58,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0059.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_58_58.jpg,0,,,,,,,,
mendeley_59,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0060.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_59_59.jpg,0,,,,,,,,
mendeley_60,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0061.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_60_60.jpg,0,,,,,,,,
mendeley_61,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0062.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_61_61.jpg,0,,,,,,,,
mendeley_62,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0063.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_62_62.jpg,0,,,,,,,,
mendeley_63,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0064.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_63_63.jpg,0,,,,,,,,
mendeley_64,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0065.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_64_64.jpg,0,,,,,,,,
mendeley_65,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0066.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_65_65.jpg,0,,,,,,,,
mendeley_66,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0067.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_66_66.jpg,0,,,,,,,,
mendeley_67,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0068.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_67_67.jpg,0,,,,,,,,
mendeley_68,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0069.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_68_68.jpg,0,,,,,,,,
mendeley_69,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0070.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_69_69.jpg,0,,,,,,,,
mendeley_70,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0071.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_70_70.jpg,0,,,,,,,,
mendeley_71,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0072.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_71_71.jpg,0,,,,,,,,
mendeley_72,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0073.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_72_72.jpg,0,,,,,,,,
mendeley_73,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0074.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_73_73.jpg,0,,,,,,,,
mendeley_74,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0075.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_74_74.jpg,0,,,,,,,,
mendeley_75,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0076.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_75_75.jpg,0,,,,,,,,
mendeley_76,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0077.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_76_76.jpg,0,,,,,,,,
mendeley_77,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0078.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_77_77.jpg,0,,,,,,,,
mendeley_78,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0079.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_78_78.jpg,0,,,,,,,,
mendeley_79,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0080.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_79_79.jpg,0,,,,,,,,
mendeley_80,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0081.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_80_80.jpg,0,,,,,,,,
mendeley_81,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0082.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_81_81.jpg,0,,,,,,,,
mendeley_82,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0083.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_82_82.jpg,0,,,,,,,,
mendeley_83,mendeley,folder_classification,unsplit,Bushy Stunt Leaf,bushy_stunt,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Bushy Stunt Leaf\image_0084.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\bushy_stunt\mendeley_mendeley_83_83.jpg,0,,,,,,,,
